18:46:58,7.737774044549658e-14,2.332810594002366e-13,3.632022390091458e-14
18:46:58,7.737773366923301e-14,2.332810865052909e-13,3.632022051278279e-14
18:46:58,7.737772011670585e-14,2.332811136103452e-13,3.632021373651921e-14
18:46:58,7.73777065641787e-14,2.332811136103452e-13,3.632021034838742e-14
18:46:58,7.737769978791512e-14,2.332811407153995e-13,3.6320203572123844e-14
18:46:58,7.737768623538796e-14,2.3328116782045383e-13,3.6320196795860266e-14
18:46:58,7.73776726828608e-14,2.3328116782045383e-13,3.6320193407728477e-14
18:46:58,7.737765235407007e-14,2.3328122203056245e-13,3.632018324333311e-14
18:46:58,7.737763880154291e-14,2.3328122203056245e-13,3.632017646706953e-14
18:46:58,7.737763202527934e-14,2.3328124913561676e-13,3.632017307893774e-14
18:46:58,7.737761847275218e-14,2.332812762406711e-13,3.6320166302674164e-14
18:46:58,7.737760492022502e-14,2.332812762406711e-13,3.6320159526410586e-14
18:46:58,7.737759814396145e-14,2.332813033457254e-13,3.63201561382788e-14
18:46:58,7.737758459143429e-14,2.332813033457254e-13,3.632014936201522e-14
18:46:58,7.737757103890713e-14,2.332813304507797e-13,3.632014597388343e-14
18:46:58,7.737755748637998e-14,2.33281357555834e-13,3.632013919761985e-14
18:46:58,7.73775507101164e-14,2.33281357555834e-13,3.6320135809488063e-14
18:46:58,7.737753715758924e-14,2.332813846608883e-13,3.6320129033224485e-14
18:46:58,7.737752360506209e-14,2.3328141176594264e-13,3.632012225696091e-14
18:46:58,7.737751682879851e-14,2.3328141176594264e-13,3.632011886882912e-14
18:46:58,7.737750327627135e-14,2.3328143887099695e-13,3.632011209256554e-14
18:46:58,7.73774897237442e-14,2.3328146597605126e-13,3.632010870443375e-14
18:46:58,7.737748294748062e-14,2.3328146597605126e-13,3.632010192817017e-14
18:46:58,7.737746939495346e-14,2.3328149308110557e-13,3.6320098540038384e-14
18:46:58,7.737745584242631e-14,2.332815201861599e-13,3.6320091763774806e-14
18:46:58,7.737744906616273e-14,2.332815201861599e-13,3.632008498751123e-14
18:46:58,7.737743551363557e-14,2.332815472912142e-13,3.632008159937944e-14
18:46:58,7.737742196110842e-14,2.332815472912142e-13,3.632007482311586e-14
18:46:58,7.737741518484484e-14,2.332815743962685e-13,3.632007143498407e-14
18:46:58,7.737740163231768e-14,2.332816015013228e-13,3.6320064658720494e-14
18:46:58,7.737738807979053e-14,2.332816015013228e-13,3.6320061270588705e-14
18:46:58,7.737738130352695e-14,2.3328162860637713e-13,3.632005449432513e-14
18:46:58,7.737736775099979e-14,2.3328165571143145e-13,3.632004771806155e-14
18:46:58,7.737735419847264e-14,2.3328165571143145e-13,3.632004432992976e-14
18:46:58,7.737734742220906e-14,2.3328168281648576e-13,3.632003755366618e-14
18:46:58,7.73773338696819e-14,2.3328170992154007e-13,3.632003416553439e-14
18:46:58,7.737732031715475e-14,2.3328170992154007e-13,3.6320027389270815e-14
18:46:58,7.737731354089117e-14,2.332817370265944e-13,3.6320024001139026e-14
18:46:58,7.737729998836401e-14,2.332817641316487e-13,3.632001722487545e-14
18:46:58,7.737728643583686e-14,2.332817641316487e-13,3.632001044861187e-14
18:46:58,7.73772728833097e-14,2.33281791236703e-13,3.632000706048008e-14
18:46:58,7.737726610704612e-14,2.332818183417573e-13,3.63200002842165e-14
18:46:58,7.737725255451897e-14,2.332818183417573e-13,3.6319996896084714e-14
18:46:58,7.737723900199181e-14,2.3328184544681163e-13,3.6319990119821136e-14
18:46:58,7.737723222572823e-14,2.3328184544681163e-13,3.6319986731689347e-14
18:46:58,7.737721867320108e-14,2.3328187255186594e-13,3.631997995542577e-14
18:46:58,7.737720512067392e-14,2.3328189965692026e-13,3.631997317916219e-14
18:46:58,7.737719834441034e-14,2.3328189965692026e-13,3.63199697910304e-14
18:46:58,7.737718479188319e-14,2.3328192676197457e-13,3.6319963014766823e-14
18:46:58,7.737732031715475e-14,2.3328170992154007e-13,3.6320027389270815e-14
18:46:58,7.73773948560541e-14,2.332816015013228e-13,3.6320061270588705e-14
18:46:58,7.737746261868989e-14,2.3328149308110557e-13,3.6320091763774806e-14
18:46:58,7.737753038132567e-14,2.332813846608883e-13,3.6320125645092696e-14
18:46:58,7.737759814396145e-14,2.332812762406711e-13,3.6320159526410586e-14
18:46:58,7.73776726828608e-14,2.332811407153995e-13,3.6320193407728477e-14
18:46:58,7.737774044549658e-14,2.3328103229518227e-13,3.6320227289046367e-14
18:46:58,7.737780820813236e-14,2.33280923874965e-13,3.632026117036426e-14
18:46:58,7.737787597076815e-14,2.3328081545474777e-13,3.632029166355036e-14
18:46:58,7.737794373340393e-14,2.332807070345305e-13,3.632032554486825e-14
18:46:58,7.737801827230328e-14,2.3328059861431327e-13,3.632035942618614e-14
18:46:58,7.737808603493906e-14,2.332804630890417e-13,3.632039330750403e-14
18:46:58,7.737815379757484e-14,2.3328035466882446e-13,3.632042718882192e-14
18:46:58,7.737822156021062e-14,2.332802462486072e-13,3.632046107013981e-14
18:46:58,7.737829609910998e-14,2.3328013782838997e-13,3.632049156332591e-14
18:46:58,7.737836386174576e-14,2.332800294081727e-13,3.63205254446438e-14
18:46:58,7.737843162438154e-14,2.3327992098795547e-13,3.632055932596169e-14
18:46:58,7.737849938701732e-14,2.332797854626839e-13,3.632059320727958e-14
18:46:58,7.73785671496531e-14,2.3327967704246666e-13,3.632062708859747e-14
18:46:58,7.737864168855246e-14,2.332795686222494e-13,3.632065758178357e-14
18:46:58,7.737870945118824e-14,2.3327946020203216e-13,3.632069146310146e-14
18:46:58,7.737877721382402e-14,2.332793517818149e-13,3.632072534441935e-14
18:46:58,7.73788449764598e-14,2.3327924336159767e-13,3.632075922573724e-14
18:46:58,7.737891951535916e-14,2.332791078363261e-13,3.632079310705513e-14
18:46:58,7.737898727799494e-14,2.3327899941610886e-13,3.632082698837302e-14
